# LAMMPS data file written by WriteLammpsdata function in RASPA(written by Zhao Li)
4018 atoms
0 bonds
0 angles
0 dihedrals
0 impropers
0 38.9814 xlo xhi
0 38.3293 ylo yhi
0 44.636 zlo zhi
-8.55497 2.73317e-15 3.41045e-15 xy xz yz

8 atom types
0 bond types
0 angle types
0 dihedral types
0 improper types

Masses

1 0 # C
2 0 # H
3 0 # N
4 0 # O
5 0 # Zn
6 0 # CH4_sp3
7 0 # C_co2
8 0 # O_co2

Pair Coeffs

1 0.0949493 3.47 # C
2 0.0151768 2.85 # H
3 0.0773323 3.26 # N
4 0.095604 3.03 # O
5 0.0549539 4.04 # Zn
6 0.293617 3.73 # CH4_sp3
7 0.0535652 2.8 # C_co2
8 0.156728 3.05 # O_co2

Atoms

1 1 1 -0.083 1.90992 0.507224 15.7668 # C
2 1 1 -0.174 1.89151 0.426733 14.4203 # C
3 1 1 0.33 2.40161 1.46546 13.6812 # C
4 1 1 -0.174 2.90079 2.57062 14.3148 # C
5 1 1 -0.083 2.90364 2.55784 15.7014 # C
6 1 1 0.643 1.20593 1.53062 11.5781 # C
7 1 1 -0.227 1.26682 1.61877 10.104 # C
8 1 1 0.151 2.51758 1.63283 9.44029 # C
9 1 1 -0.227 3.71282 1.56383 10.1473 # C
10 1 1 0.643 3.70927 1.48079 11.6342 # C
11 1 1 -0.032 4.92682 1.54467 9.49207 # C
12 1 1 -0.032 4.95595 1.63538 8.08447 # C
13 1 1 -0.227 3.79336 1.70949 7.36494 # C
14 1 1 0.151 2.53163 1.69799 8.01908 # C
15 1 1 -0.227 1.32222 1.76059 7.33347 # C
16 1 1 -0.032 0.128916 1.74526 7.98315 # C
17 1 1 -0.032 0.0916111 1.67371 9.39097 # C
18 1 1 0.643 1.3389 1.83725 5.84151 # C
19 1 1 0.643 3.83199 1.74015 5.9165 # C
20 1 1 0.33 2.65251 1.86664 3.79138 # C
21 1 1 -0.174 2.96984 3.04718 3.19259 # C
22 1 1 -0.083 3.04083 3.08423 1.79236 # C
23 1 1 -0.083 2.44823 0.843244 1.67697 # C
24 1 1 -0.174 2.34922 0.751254 3.07944 # C
25 1 1 0.751 2.33707 4.34526 19.7224 # C
26 1 1 -0.087 1.99931 5.812 19.5771 # C
27 1 1 -0.083 1.75784 6.30006 18.2851 # C
28 1 1 -0.305 1.41912 7.63136 18.1021 # C
29 1 1 0.178 1.27512 8.4861 19.2448 # C
30 1 1 0.178 1.52359 7.97249 20.5348 # C
31 1 1 -0.237 1.8921 6.60669 20.6535 # C
32 1 1 -0.237 0.892884 9.84935 19.1051 # C
33 1 1 -0.087 0.765172 10.6428 20.1891 # C
34 1 1 -0.083 1.02993 10.1202 21.49 # C
35 1 1 -0.305 1.36828 8.80807 21.6393 # C
36 1 1 0.751 0.36494 12.075 20.0282 # C
37 1 1 0.751 0.192199 1.60727 20.1186 # C
38 1 1 -0.087 11.6903 1.67754 20.2616 # C
39 1 1 -0.237 10.9239 1.69415 19.1357 # C
40 1 1 0.178 9.51583 1.81425 19.2595 # C
41 1 1 0.178 8.95488 1.89985 20.5553 # C
42 1 1 -0.305 9.76611 1.89219 21.6837 # C
43 1 1 -0.083 11.1198 1.7887 21.5413 # C
44 1 1 -0.305 8.681 1.84619 18.0995 # C
45 1 1 -0.083 7.30001 1.93818 18.2374 # C
46 1 1 -0.087 6.73644 2.01229 19.52 # C
47 1 1 -0.237 7.52719 2.01484 20.6544 # C
48 1 1 0.751 5.24133 2.08 19.6849 # C
49 1 1 -0.083 8.23222 12.2692 4.60777 # C
50 1 1 -0.174 8.25064 12.3497 3.26133 # C
51 1 1 0.33 7.74053 11.311 2.52216 # C
52 1 1 -0.174 7.24136 10.2058 3.15577 # C
53 1 1 -0.083 7.2385 10.2186 4.54238 # C
54 1 1 0.643 8.93621 11.2458 0.419132 # C
55 1 1 -0.227 8.87533 11.1577 21.263 # C
56 1 1 0.151 7.62456 11.1436 20.5993 # C
57 1 1 -0.227 6.42932 11.2126 21.3063 # C
58 1 1 0.643 6.43288 11.2956 0.47515 # C
59 1 1 -0.032 5.21532 11.2318 20.6511 # C
60 1 1 -0.032 5.18619 11.141 19.2435 # C
61 1 1 -0.227 6.34879 11.0669 18.5239 # C
62 1 1 0.151 7.61052 11.0784 19.1781 # C
63 1 1 -0.227 8.81992 11.0158 18.4925 # C
64 1 1 -0.032 10.0132 11.0312 19.1421 # C
65 1 1 -0.032 10.0505 11.1027 20.55 # C
66 1 1 0.643 8.80325 10.9392 17.0005 # C
67 1 1 0.643 6.31015 11.0363 17.0755 # C
68 1 1 0.33 7.48964 10.9098 14.9504 # C
69 1 1 -0.174 7.17231 9.72925 14.3516 # C
70 1 1 -0.083 7.10131 9.6922 12.9514 # C
71 1 1 -0.083 7.69391 11.9332 12.836 # C
72 1 1 -0.174 7.79292 12.0252 14.2384 # C
73 1 1 0.751 7.80507 8.43116 8.56342 # C
74 1 1 -0.087 8.14284 6.96443 8.41813 # C
75 1 1 -0.083 8.38431 6.47637 7.12614 # C
76 1 1 -0.305 8.72303 5.14507 6.94313 # C
77 1 1 0.178 8.86703 4.29032 8.08581 # C
78 1 1 0.178 8.61855 4.80394 9.37579 # C
79 1 1 -0.237 8.25004 6.16974 9.49452 # C
80 1 1 -0.237 9.24926 2.92708 7.9461 # C
81 1 1 -0.087 9.37697 2.13366 9.03009 # C
82 1 1 -0.083 9.11221 2.65622 10.331 # C
83 1 1 -0.305 8.77387 3.96836 10.4803 # C
84 1 1 0.751 9.7772 0.701426 8.86917 # C
85 1 1 0.751 9.94995 11.1692 8.95956 # C
86 1 1 -0.087 -1.54818 11.0989 9.10262 # C
87 1 1 -0.237 -0.781734 11.0823 7.97668 # C
88 1 1 0.178 0.626313 10.9622 8.10054 # C
89 1 1 0.178 1.18726 10.8766 9.39632 # C
90 1 1 -0.305 0.376036 10.8842 10.5247 # C
91 1 1 -0.083 -0.977628 10.9877 10.3823 # C
92 1 1 -0.305 1.46115 10.9302 6.94045 # C
93 1 1 -0.083 2.84213 10.8382 7.07838 # C
94 1 1 -0.087 3.40571 10.7641 8.36099 # C
95 1 1 -0.237 2.61496 10.7616 9.49542 # C
96 1 1 0.751 4.90082 10.6964 8.52592 # C
97 1 2 0.179 -1.30094 12.5643 16.2721 # H
98 1 2 0.161 -1.32208 12.4379 13.9889 # H
99 1 2 0.161 3.23249 3.31421 13.826 # H
100 1 2 0.179 3.27606 3.30526 16.156 # H
101 1 2 0.132 5.7357 1.47184 9.98507 # H
102 1 2 0.132 5.79104 1.64305 7.63052 # H
103 1 2 0.132 12.3124 1.78359 7.48769 # H
104 1 2 0.132 12.2509 1.66349 9.84447 # H
105 1 2 0.161 3.13892 3.82654 3.70925 # H
106 1 2 0.179 3.25651 3.89937 1.3547 # H
107 1 2 0.179 2.25319 0.0753809 1.15161 # H
108 1 2 0.161 -0.768182 12.7215 3.50616 # H
